Z,TotPer_P,TotPer_A,HBW_P,HBW_A,HBShp_P,HBShp_A,HBOth_P,HBOth_A,HBSch_PR_P,HBSch_PR_A,HBSch_SC_P,HBSch_SC_A,HH_NHBW_P,NHBW_P,NHBW_A,HH_NHBNW_P,NHBNW_P,NHBNW_A,TotExt_P,TotExt_A,IX_P,IX_A,XI_P,XI_A,SH_Truck_P,SH_Truck_A,LT_P,LT_A,MD_P,MD_A,HV_P,HV_A,LT_Peop_p,LT_Peop_a,MD_Peop_p,MD_Peop_a,LT_Good_p,LT_Good_a,MD_Good_p,MD_Good_a,HV_Good_p,HV_Good_a,LT_Serv_p,LT_Serv_a,MD_Serv_p,MD_Serv_a,HV_Serv_p,HV_Serv_a,IX_MDp,IX_MDa,IX_HVp,IX_HVa,XI_MDp,XI_MDa,XI_HVp,XI_HVa
1833,5396.3,6186.9,1055.4,1083.1,485.4,855.6,1793.4,1708.2,125.9,715.7,111.9,0,491.1,617.5,617.5,822,1206.7,1206.7,43.7,73.9,43.7,0,0,73.9,1281.7,1281.7,694.7,694.7,426.6,426.6,160.4,160.4,0,0,0,0,694.7,694.7,426.6,426.6,160.4,160.4,0,0,0,0,0,0,6.6,0,4.6,0,0,9,0,6.8
1834,6958.1,5136.8,1626.8,726.9,775.9,305.4,2937.7,2895,216.1,0,192,0,753.6,364.8,364.8,1339.5,844.8,844.8,69.8,54.2,69.8,0,0,54.2,1465.8,1465.8,767.1,767.1,518.7,518.7,180,180,0,0,0,0,767.1,767.1,518.7,518.7,180,180,0,0,0,0,0,0,8,0,5.1,0,0,11,0,7.7
1835,7246,9878.6,1502.9,1177.6,706.3,773.2,2702,3821.1,203.6,868.9,181,1287.7,694.3,589.9,589.9,1223.4,1360.2,1360.2,64.2,82.3,64.2,0,0,82.3,1599.9,1599.9,820.7,820.7,569.9,569.9,209.3,209.3,0,0,0,0,820.7,820.7,569.9,569.9,209.3,209.3,0,0,0,0,0,0,8.8,0,6,0,0,12.1,0,8.9
1836,6737.9,2151,1716.1,46.8,823.9,0,3236.7,1615.5,250.2,0,222.3,0,791.6,139.8,139.8,1440,348.8,348.8,75.2,29.4,75.2,0,0,29.4,1075,1075,619.9,619.9,348.2,348.2,106.9,106.9,0,0,0,0,619.9,619.9,348.2,348.2,106.9,106.9,0,0,0,0,0,0,5.4,0,3.1,0,0,7.4,0,4.6
1837,3466.8,2416.9,839.2,580.5,396.1,50.2,1493.8,1247.2,105.3,0,93.5,0,389.5,204.9,204.9,681,334,334,35.7,32.3,35.7,0,0,32.3,842.4,842.4,463.3,463.3,278.6,278.6,100.4,100.4,0,0,0,0,463.3,463.3,278.6,278.6,100.4,100.4,0,0,0,0,0,0,4.3,0,2.9,0,0,5.9,0,4.3
1838,1730.5,970.4,426.4,111.7,204.5,0,790.7,669.2,63.3,0,56.2,0,196.6,60.1,60.1,352,129.4,129.4,18.5,10,18.5,0,0,10,326.5,326.5,173.4,173.4,115,115,38.1,38.1,0,0,0,0,173.4,173.4,115,115,38.1,38.1,0,0,0,0,0,0,1.8,0,1.1,0,0,2.4,0,1.6
1839,938.1,538.2,235.1,47.3,116.7,0,426.9,383.2,27.4,0,24.3,0,109.9,33.8,33.8,200.7,73.9,73.9,10.2,5.5,10.2,0,0,5.5,194.2,194.2,103.9,103.9,68.2,68.2,22.1,22.1,0,0,0,0,103.9,103.9,68.2,68.2,22.1,22.1,0,0,0,0,0,0,1.1,0,0.6,0,0,1.4,0,0.9
1840,5365.7,6107.4,1395.1,293.5,646.3,0,2401.5,2317,163,0,144.8,2881.8,649.4,172,172,1098.4,443.1,443.1,58.2,33,58.2,0,0,33,1111.2,1111.2,593,593,390.7,390.7,127.6,127.6,0,0,0,0,593,593,390.7,390.7,127.6,127.6,0,0,0,0,0,0,6,0,3.6,0,0,8.3,0,5.4
1841,9736.7,5874.2,2317.1,418.5,1030,629.8,4086.7,3149,331.4,0,294.5,0,1063.9,486.5,486.5,1787.2,1190.5,1190.5,96.8,61.6,96.8,0,0,61.6,1618.7,1618.7,863.3,863.3,569.2,569.2,186.2,186.2,0,0,0,0,863.3,863.3,569.2,569.2,186.2,186.2,0,0,0,0,0,0,8.8,0,5.3,0,0,12.1,0,8
1842,6621.6,3103.2,1801.7,74.3,797.7,11.9,3001.9,2400.5,213.8,0,190,0,832.4,151.4,151.4,1374.5,465,465,73.5,31.2,73.5,0,0,31.2,1156.2,1156.2,627.1,627.1,404.2,404.2,124.9,124.9,0,0,0,0,627.1,627.1,404.2,404.2,124.9,124.9,0,0,0,0,0,0,6.2,0,3.6,0,0,8.6,0,5.3
1843,3329.3,2046.2,787.2,338.9,379.6,0,1525,1310.1,127.3,0,113.1,0,360.9,116.1,116.1,669.2,281,281,34.9,21.4,34.9,0,0,21.4,653.7,653.7,341.8,341.8,231.4,231.4,80.5,80.5,0,0,0,0,341.8,341.8,231.4,231.4,80.5,80.5,0,0,0,0,0,0,3.6,0,2.3,0,0,4.9,0,3.4
1844,2446.6,1448.8,685.2,123.5,297.2,7.9,1062.1,1032.5,62.1,0,55.2,0,319.8,79.2,79.2,506.2,205.7,205.7,27.1,14.8,27.1,0,0,14.8,504.9,504.9,271.1,271.1,177.2,177.2,56.7,56.7,0,0,0,0,271.1,271.1,177.2,177.2,56.7,56.7,0,0,0,0,0,0,2.7,0,1.6,0,0,3.8,0,2.4
1845,4642,1974.6,1194.2,25.5,555.7,4,2176.4,1554,171.8,0,152.7,0,549.5,94.2,94.2,964.3,297,297,51.1,19.8,51.1,0,0,19.8,744.8,744.8,404.9,404.9,260.2,260.2,79.7,79.7,0,0,0,0,404.9,404.9,260.2,260.2,79.7,79.7,0,0,0,0,0,0,4,0,2.3,0,0,5.5,0,3.4
1846,8257.8,6600.2,1842.6,499,850,963.7,3262.1,2662,240.4,626.2,213.6,0,850.2,510.4,510.4,1479.2,1338.8,1338.8,77.9,63.5,77.9,0,0,63.5,1435.4,1435.4,759.3,759.3,506.1,506.1,169.9,169.9,0,0,0,0,759.3,759.3,506.1,506.1,169.9,169.9,0,0,0,0,0,0,7.8,0,4.9,0,0,10.7,0,7.3
1847,5103.8,2856,1339.5,383.1,605.8,0,2291.9,1909.4,160.5,0,142.6,0,619.8,187.2,187.2,1049.6,376.3,376.3,55.6,29.7,55.6,0,0,29.7,946.8,946.8,508,508,332.2,332.2,106.6,106.6,0,0,0,0,508,508,332.2,332.2,106.6,106.6,0,0,0,0,0,0,5.1,0,3,0,0,7,0,4.5
1848,420.7,296.7,116.1,79.1,50.1,0,178.5,162.6,11.1,0,9.9,0,54.1,24.3,24.3,83.6,30.7,30.7,4.6,3.2,4.6,0,0,3.2,77.8,77.8,42.3,42.3,27.2,27.2,8.3,8.3,0,0,0,0,42.3,42.3,27.2,27.2,8.3,8.3,0,0,0,0,0,0,0.4,0,0.2,0,0,0.6,0,0.4
1849,3307.6,4712.6,557.3,1442.8,255.6,492,962.9,1361.1,61,0,54.2,0,258.7,579.6,579.6,437.3,837.2,837.2,23.3,62.7,23.3,0,0,62.7,1122.1,1122.1,588.5,588.5,378.5,378.5,155.1,155.1,0,0,0,0,588.5,588.5,378.5,378.5,155.1,155.1,0,0,0,0,0,0,5.8,0,4.4,0,0,8,0,6.6
1850,3883.5,1448.7,984.2,71.6,477.9,17.9,1821.3,1021.4,138.9,0,123.4,0,457.5,100.5,100.5,817.2,237.3,237.3,42.8,19.7,42.8,0,0,19.7,693.6,693.6,398.2,398.2,225.1,225.1,70.3,70.3,0,0,0,0,398.2,398.2,225.1,225.1,70.3,70.3,0,0,0,0,0,0,3.5,0,2,0,0,4.8,0,3
1851,1521.7,2348,339.2,109.8,170.9,80.9,627.1,744.1,45.3,0,40.2,1114.2,159,87,87,284.2,212,212,14.8,12.8,14.8,0,0,12.8,317.9,317.9,168.5,168.5,112,112,37.4,37.4,0,0,0,0,168.5,168.5,112,112,37.4,37.4,0,0,0,0,0,0,1.7,0,1.1,0,0,2.4,0,1.6
1852,10378.7,4677.8,2550.7,376.3,1199.2,127.5,4845.2,2581.1,421.7,605.9,374.8,0,1171.1,305.3,305.3,2087.9,681.8,681.8,111.3,55.3,111.3,0,0,55.3,1702.4,1702.4,968.8,968.8,554.8,554.8,178.9,178.9,0,0,0,0,968.8,968.8,554.8,554.8,178.9,178.9,0,0,0,0,0,0,8.6,0,5.1,0,0,11.8,0,7.6
1853,14135.8,10680.9,2984.8,2425.5,1442.3,968,5784.9,4269,479.4,0,426,0,1371.1,1112.5,1112.5,2517.2,1905.8,1905.8,132.3,143.4,132.3,0,0,143.4,3063.6,3063.6,1669.7,1669.7,1017.2,1017.2,376.6,376.6,0,0,0,0,1669.7,1669.7,1017.2,1017.2,376.6,376.6,0,0,0,0,0,0,15.7,0,10.8,0,0,21.6,0,16.1
1854,5258.5,2407.7,1375.7,23.6,647.5,0,2430.8,1910,174.9,0,155.4,0,637.8,113.5,113.5,1114.8,360.6,360.6,58.3,24.1,58.3,0,0,24.1,913.4,913.4,496.9,496.9,319,319,97.5,97.5,0,0,0,0,496.9,496.9,319,319,97.5,97.5,0,0,0,0,0,0,4.9,0,2.8,0,0,6.8,0,4.2
1855,2397.8,1109.7,628.3,11.9,290.7,0,1093.2,879.3,88.5,0,78.6,0,291.1,52.4,52.4,486.5,166,166,26.2,11.1,26.2,0,0,11.1,420.5,420.5,228.8,228.8,146.9,146.9,44.9,44.9,0,0,0,0,228.8,228.8,146.9,146.9,44.9,44.9,0,0,0,0,0,0,2.3,0,1.3,0,0,3.1,0,1.9
1856,3806,2901.6,900.2,487.9,424.3,154.2,1599.5,1594.8,115.1,0,102.3,0,417.3,219,219,729.8,445.6,445.6,38.3,30.8,38.3,0,0,30.8,858.9,858.9,446.9,446.9,304.5,304.5,107.5,107.5,0,0,0,0,446.9,446.9,304.5,304.5,107.5,107.5,0,0,0,0,0,0,4.7,0,3.1,0,0,6.5,0,4.6
1857,6185.2,3363.7,1555,47.4,733,4,2921,2027.4,247,775.3,219.6,0,714,123.7,123.7,1284.9,385.9,385.9,67.7,26,67.7,0,0,26,964,964,523.4,523.4,336.9,336.9,103.6,103.6,0,0,0,0,523.4,523.4,336.9,336.9,103.6,103.6,0,0,0,0,0,0,5.2,0,3,0,0,7.1,0,4.4
1858,3717,2495,947.3,197.8,429.5,12.7,1697.5,1377.1,139,527.3,123.5,0,433,106.6,106.6,755.5,273.6,273.6,40.1,20.2,40.1,0,0,20.2,648.3,648.3,344.9,344.9,228.1,228.1,75.2,75.2,0,0,0,0,344.9,344.9,228.1,228.1,75.2,75.2,0,0,0,0,0,0,3.5,0,2.1,0,0,4.8,0,3.2
1859,7218.2,6744,1424.5,796.5,681.2,983.8,2776.7,2494.3,245.7,597.8,218.3,0,650.6,534.4,534.4,1201.5,1337.3,1337.3,63.2,66.1,63.2,0,0,66.1,1279.6,1279.6,661.4,661.4,454.7,454.7,163.5,163.5,0,0,0,0,661.4,661.4,454.7,454.7,163.5,163.5,0,0,0,0,0,0,7,0,4.7,0,0,9.6,0,7
1860,6535.7,2551.2,1531.7,103.9,749.9,7.9,3177.5,1933.6,302.2,0,268.6,0,697.9,127.5,127.5,1351.2,378.3,378.3,70.4,25.8,70.4,0,0,25.8,931.1,931.1,503.2,503.2,325.9,325.9,102,102,0,0,0,0,503.2,503.2,325.9,325.9,102,102,0,0,0,0,0,0,5,0,2.9,0,0,6.9,0,4.4
1861,1648.3,8397.9,0,4231.2,0,237.7,0,2280.8,0,0,0,0,0,910.5,910.5,0,737.8,737.8,0,109.3,0,0,0,109.3,2191.9,2191.9,1094.4,1094.4,753.4,753.4,344,344,0,0,0,0,1094.4,1094.4,753.4,753.4,344,344,0,0,0,0,0,0,11.6,0,9.8,0,0,16,0,14.7
1862,4619.5,3568.3,874,883,492.3,290.3,1946.5,1422.9,177.2,0,157.5,0,406.6,373.5,373.5,852.4,598.6,598.6,42.7,47.8,42.7,0,0,47.8,1082.8,1082.8,588.8,588.8,359.9,359.9,134.1,134.1,0,0,0,0,588.8,588.8,359.9,359.9,134.1,134.1,0,0,0,0,0,0,5.6,0,3.8,0,0,7.6,0,5.7
1863,4885.2,2749.2,958,344.3,536.1,341,2130.2,1159,188.4,0,167.5,0,445.8,313.8,313.8,930.6,591.1,591.1,46.7,37.3,46.7,0,0,37.3,857.8,857.8,481.1,481.1,281.3,281.3,95.3,95.3,0,0,0,0,481.1,481.1,281.3,281.3,95.3,95.3,0,0,0,0,0,0,4.3,0,2.7,0,0,6,0,4.1
1864,4863.2,2188.2,1279.6,211.4,575.2,59.5,2180.7,1395.6,162,0,144,0,594.4,163.4,163.4,967.9,358.3,358.3,52.7,29.7,52.7,0,0,29.7,945.5,945.5,537.9,537.9,308.2,308.2,99.5,99.5,0,0,0,0,537.9,537.9,308.2,308.2,99.5,99.5,0,0,0,0,0,0,4.8,0,2.8,0,0,6.5,0,4.2
1865,3627.4,1428.4,880.5,127.8,427.1,59.5,1699.1,882.1,138.5,0,123.1,0,406.1,113.3,113.3,749.6,245.8,245.8,39.1,19.4,39.1,0,0,19.4,610.9,610.9,347.9,347.9,199,199,64,64,0,0,0,0,347.9,347.9,199,199,64,64,0,0,0,0,0,0,3.1,0,1.8,0,0,4.2,0,2.7
1866,8546.4,4585.2,2013.4,830.3,987.6,200.6,3861.3,2450.8,307.4,0,273.2,0,932.1,378.6,378.6,1712.1,725,725,89.2,61.8,89.2,0,0,61.8,1730.6,1730.6,966.3,966.3,568.7,568.7,195.6,195.6,0,0,0,0,966.3,966.3,568.7,568.7,195.6,195.6,0,0,0,0,0,0,8.8,0,5.6,0,0,12.1,0,8.4
1867,2096.5,896,545.7,116.2,249.5,8.9,956.8,570.2,76.2,0,67.7,0,251.8,68.1,68.1,423.1,132.4,132.4,22.8,12.1,22.8,0,0,12.1,393.8,393.8,222.9,222.9,128.6,128.6,42.2,42.2,0,0,0,0,222.9,222.9,128.6,128.6,42.2,42.2,0,0,0,0,0,0,2,0,1.2,0,0,2.7,0,1.8
1868,5010.2,2881.5,1166.9,280.9,565.9,53.6,2398,1223.3,220.4,860.7,195.9,0,530.9,151.6,151.6,1011.4,311.4,311.4,53.2,27.3,53.2,0,0,27.3,787.1,787.1,443.5,443.5,257.6,257.6,85.9,85.9,0,0,0,0,443.5,443.5,257.6,257.6,85.9,85.9,0,0,0,0,0,0,4,0,2.5,0,0,5.5,0,3.7
1869,3651.2,1333.8,898,13.1,421.1,0,1759.9,1058.1,163.9,0,145.7,0,408.1,62.9,62.9,742.5,199.8,199.8,39.7,13.3,39.7,0,0,13.3,506,506,275.3,275.3,176.7,176.7,54,54,0,0,0,0,275.3,275.3,176.7,176.7,54,54,0,0,0,0,0,0,2.7,0,1.5,0,0,3.7,0,2.3
1870,5171.4,6061.3,991.8,1478.2,443,864.3,1593.2,1775.7,106.1,0,94.3,0,463,738.5,738.5,734.6,1204.5,1204.5,39.8,81.3,39.8,0,0,81.3,1458.7,1458.7,781.1,781.1,487.9,487.9,189.7,189.7,0,0,0,0,781.1,781.1,487.9,487.9,189.7,189.7,0,0,0,0,0,0,7.5,0,5.4,0,0,10.3,0,8.1
1871,1141.5,3222.2,0,1020.7,0,672.9,0,387.1,0,0,0,0,0,428.6,428.6,0,712.9,712.9,0,43.1,0,0,0,43.1,555.8,555.8,277.5,277.5,191,191,87.2,87.2,0,0,0,0,277.5,277.5,191,191,87.2,87.2,0,0,0,0,0,0,2.9,0,2.5,0,0,4.1,0,3.7
1872,2051.6,5561.6,88.9,1891.6,41.5,779.5,140.6,1126.1,8.6,0,7.6,0,42.2,726.5,726.5,68.4,1037.9,1037.9,3.6,73.9,3.6,0,0,73.9,1086.4,1086.4,548.2,548.2,372,372,166.2,166.2,0,0,0,0,548.2,548.2,372,372,166.2,166.2,0,0,0,0,0,0,5.7,0,4.8,0,0,7.9,0,7.1
1873,1937.1,4962.9,134.3,1933.5,66.9,532.7,261.1,1058.4,19.3,0,17.1,0,62.1,638,638,116.9,800.3,800.3,6,65.5,6,0,0,65.5,1101.8,1101.8,556.9,556.9,377,377,167.9,167.9,0,0,0,0,556.9,556.9,377,377,167.9,167.9,0,0,0,0,0,0,5.8,0,4.8,0,0,8,0,7.2
1874,1885.3,1194.7,368.7,173.8,201.4,171.2,805.4,470,68.8,0,61.2,0,171.9,121.2,121.2,346.3,258.6,258.6,17.7,16.2,17.7,0,0,16.2,357.9,357.9,199.4,199.4,117.7,117.7,40.8,40.8,0,0,0,0,199.4,199.4,117.7,117.7,40.8,40.8,0,0,0,0,0,0,1.8,0,1.2,0,0,2.5,0,1.7
1875,1273.7,633.9,304.9,89.9,153.8,0,597,415.1,47.2,0,42,0,140.9,42.9,42.9,267.6,86,86,13.7,8.6,13.7,0,0,8.6,239.1,239.1,134.6,134.6,78.3,78.3,26.2,26.2,0,0,0,0,134.6,134.6,78.3,78.3,26.2,26.2,0,0,0,0,0,0,1.2,0,0.7,0,0,1.7,0,1.1
1876,1284.7,549.6,282.6,60.9,155.7,24.4,608,324.6,52.2,0,46.4,0,131.8,45.9,45.9,264.9,93.9,93.9,13.5,7.5,13.5,0,0,7.5,233.2,233.2,132.3,132.3,76.1,76.1,24.8,24.8,0,0,0,0,132.3,132.3,76.1,76.1,24.8,24.8,0,0,0,0,0,0,1.2,0,0.7,0,0,1.6,0,1.1
1877,4426.6,4020.5,917,717.3,483.6,238.9,1900.6,1436.8,148.3,782.1,131.8,0,424,303.3,303.3,852.9,542,542,42.9,43.5,42.9,0,0,43.5,965.8,965.8,528.7,528.7,320.1,320.1,117.1,117.1,0,0,0,0,528.7,528.7,320.1,320.1,117.1,117.1,0,0,0,0,0,0,4.9,0,3.3,0,0,6.8,0,5
1878,6541.7,6272.2,1286.4,1200.2,647.6,484,2553.4,2841.3,205.9,0,183,81.3,594,620.1,620.1,1133.7,1045.3,1045.3,58.3,83.3,58.3,0,0,83.3,1432.2,1432.2,778.9,778.9,476,476,177.3,177.3,0,0,0,0,778.9,778.9,476,476,177.3,177.3,0,0,0,0,0,0,7.3,0,5.1,0,0,10.1,0,7.6
1879,5539.5,5643.2,1120.6,1407.6,539,410.7,2111.6,2199,170.2,0,151.2,178.9,518.1,565.5,565.5,931.2,881.5,881.5,49,73.1,49,0,0,73.1,1451.6,1451.6,780.7,780.7,484.7,484.7,186.2,186.2,0,0,0,0,780.7,780.7,484.7,484.7,186.2,186.2,0,0,0,0,0,0,7.5,0,5.3,0,0,10.3,0,8
1880,8008.7,11800,951.1,2006.3,436.4,2963.1,1682,2146.5,135.1,0,120,0,438.5,1520.1,1520.1,741.2,3164.1,3164.1,40,160.3,40,0,0,160.3,1707.6,1707.6,898.3,898.3,575.3,575.3,234.1,234.1,0,0,0,0,898.3,898.3,575.3,575.3,234.1,234.1,0,0,0,0,0,0,8.9,0,6.7,0,0,12.2,0,10
1881,4641.2,3368.2,922.6,960.6,492.4,152.9,2075.8,1471.3,194.3,0,172.7,0,422.4,304.6,304.6,892.2,478.8,478.8,44.9,44.9,44.9,0,0,44.9,1050,1050,567.3,567.3,349.9,349.9,132.8,132.8,0,0,0,0,567.3,567.3,349.9,349.9,132.8,132.8,0,0,0,0,0,0,5.4,0,3.8,0,0,7.4,0,5.7
1882,4719.9,1714.7,1129.1,16.9,540.2,0,2296,1360.2,220.8,0,196.2,0,514.2,80.8,80.8,962.6,256.8,256.8,51,17.2,51,0,0,17.2,650.5,650.5,353.9,353.9,227.2,227.2,69.4,69.4,0,0,0,0,353.9,353.9,227.2,227.2,69.4,69.4,0,0,0,0,0,0,3.5,0,2,0,0,4.8,0,3
1883,16817.8,12189.6,3742.6,1220.8,1752.9,1354.9,7029,5785.4,593.5,656.1,527.5,0,1713.9,890.8,890.8,3061.8,2281.6,2281.6,162.5,122.1,162.5,0,0,122.1,2896.1,2896.1,1523.7,1523.7,1023,1023,349.3,349.3,0,0,0,0,1523.7,1523.7,1023,1023,349.3,349.3,0,0,0,0,0,0,15.8,0,10,0,0,21.7,0,14.9
1884,3742.6,3160.4,958.2,135.8,440.4,0,1723.1,1400.8,140.8,0,125.1,1268.7,438.9,95.1,95.1,770.5,259.9,259.9,40.7,19.3,40.7,0,0,19.3,631.6,631.6,338.6,338.6,221.7,221.7,71.3,71.3,0,0,0,0,338.6,338.6,221.7,221.7,71.3,71.3,0,0,0,0,0,0,3.4,0,2,0,0,4.7,0,3
1885,5393.3,5653.4,1202.1,1789.5,542.3,363.3,1973.7,2062.7,125.7,0,111.7,0,561,631.3,631.3,913.9,806.6,806.6,48.9,75,48.9,0,0,75,1744.9,1744.9,934.8,934.8,583.5,583.5,226.6,226.6,0,0,0,0,934.8,934.8,583.5,583.5,226.6,226.6,0,0,0,0,0,0,9,0,6.5,0,0,12.4,0,9.7
1886,1518.5,6024.8,0,2330.9,0,607.4,0,1568,0,0,0,0,0,634.4,634.4,0,884.1,884.1,0,79.7,0,0,0,79.7,1224.3,1224.3,611.3,611.3,420.8,420.8,192.2,192.2,0,0,0,0,611.3,611.3,420.8,420.8,192.2,192.2,0,0,0,0,0,0,6.5,0,5.5,0,0,8.9,0,8.2
1887,2701.5,5079,412.3,2334.6,204.1,335.7,738.3,1156.7,50.2,0,44.6,0,193.5,647.7,647.7,339.4,604.3,604.3,17.7,66.4,17.7,0,0,66.4,1541.6,1541.6,793.8,793.8,523.8,523.8,224.1,224.1,0,0,0,0,793.8,793.8,523.8,523.8,224.1,224.1,0,0,0,0,0,0,8.1,0,6.4,0,0,11.1,0,9.6
1888,564.8,5920.9,0,1431,0,32.3,0,1187.3,0,0,0,2705.6,0,284.8,284.8,0,280,280,0,42.2,0,0,0,42.2,726.4,726.4,362.7,362.7,249.7,249.7,114,114,0,0,0,0,362.7,362.7,249.7,249.7,114,114,0,0,0,0,0,0,3.9,0,3.3,0,0,5.3,0,4.9
1889,1946.2,741.1,511.1,10,249.2,0,903.4,562.1,60.1,0,53.4,0,239.5,47.7,47.7,418.6,121.3,121.3,21.8,10.1,21.8,0,0,10.1,372.8,372.8,215.2,215.2,120.7,120.7,36.9,36.9,0,0,0,0,215.2,215.2,120.7,120.7,36.9,36.9,0,0,0,0,0,0,1.9,0,1.1,0,0,2.6,0,1.6
1890,4386.7,4437.6,974.2,1107,440.8,395.9,1593.3,1744.3,99.4,0,88.4,0,454.6,431.3,431.3,746.9,759.2,759.2,39.6,59.5,39.6,0,0,59.5,1234,1234,667.1,667.1,411.1,411.1,155.7,155.7,0,0,0,0,667.1,667.1,411.1,411.1,155.7,155.7,0,0,0,0,0,0,6.3,0,4.5,0,0,8.7,0,6.6
1891,4774.7,7237.7,770.6,1893.3,393.5,550.3,1643.5,2265.1,149.6,420.2,133,424.3,352.9,646.5,646.5,702.2,1038.1,1038.1,36.2,85.3,36.2,0,0,85.3,1452.6,1452.6,761,761,490.2,490.2,201.4,201.4,0,0,0,0,761,761,490.2,490.2,201.4,201.4,0,0,0,0,0,0,7.6,0,5.8,0,0,10.4,0,8.6
1892,3948.3,4515.1,799.3,1218.4,393.7,91.8,1597.1,1802.5,135.5,500.2,120.5,0,367.1,311,311,691.4,591.2,591.2,36.1,53.6,36.1,0,0,53.6,1119.7,1119.7,596.8,596.8,375.2,375.2,147.7,147.7,0,0,0,0,596.8,596.8,375.2,375.2,147.7,147.7,0,0,0,0,0,0,5.8,0,4.2,0,0,8,0,6.3
1893,3324.5,4215.4,673.7,1264.4,336.3,22.3,1398.8,1676.4,123.2,569.3,109.5,0,308.2,312.2,312.2,605.4,370.8,370.8,31.1,48.2,31.1,0,0,48.2,1035.2,1035.2,547.6,547.6,348,348,139.7,139.7,0,0,0,0,547.6,547.6,348,348,139.7,139.7,0,0,0,0,0,0,5.4,0,4,0,0,7.4,0,6
1894,6631.4,6488,1206.5,925.2,560.9,1211,2362.9,2252.3,212.6,0,189,0,548.7,610.7,610.7,993.4,1488.8,1488.8,53.2,70.5,53.2,0,0,70.5,1203.7,1203.7,614,614,429.6,429.6,160.2,160.2,0,0,0,0,614,614,429.6,429.6,160.2,160.2,0,0,0,0,0,0,6.6,0,4.6,0,0,9.1,0,6.8
1895,5420.8,3611.8,1256.7,575.4,596,119.1,2419.7,2166.6,210.6,0,187.2,0,575.2,228.2,228.2,1041.6,522.5,522.5,55.3,38,55.3,0,0,38,1059.1,1059.1,552.1,552.1,375.3,375.3,131.7,131.7,0,0,0,0,552.1,552.1,375.3,375.3,131.7,131.7,0,0,0,0,0,0,5.8,0,3.8,0,0,8,0,5.6
1896,3122.8,1146.1,760.9,11.2,361.6,0,1511.5,909.2,139.3,0,123.8,0,346.5,54,54,652,171.7,171.7,34.1,11.5,34.1,0,0,11.5,434.8,434.8,236.5,236.5,151.9,151.9,46.4,46.4,0,0,0,0,236.5,236.5,151.9,151.9,46.4,46.4,0,0,0,0,0,0,2.3,0,1.3,0,0,3.2,0,2
1897,6462.7,14138.3,952,5961.4,459.6,803.9,1662.7,4172.7,99.5,0,88.4,0,447.2,1503,1503,765.1,1697.3,1697.3,40.3,185.9,40.3,0,0,185.9,3794.4,3794.4,1950.2,1950.2,1290.1,1290.1,554.1,554.1,0,0,0,0,1950.2,1950.2,1290.1,1290.1,554.1,554.1,0,0,0,0,0,0,19.9,0,15.8,0,0,27.3,0,23.7
1898,5481.3,2802.3,1410.4,361,669.1,7.5,2484.5,1815.5,158.3,0,140.7,0,660.7,195,195,1130,423.3,423.3,59.7,37.9,59.7,0,0,37.9,1197.7,1197.7,677.7,677.7,391.3,391.3,128.7,128.7,0,0,0,0,677.7,677.7,391.3,391.3,128.7,128.7,0,0,0,0,0,0,6,0,3.7,0,0,8.3,0,5.5
1899,2730,2232.5,597.8,307.9,269.7,402.4,970.9,751.8,64.2,0,57.1,0,278.9,240.2,240.2,446.5,530.2,530.2,24.2,30.4,24.2,0,0,30.4,576.9,576.9,319.9,319.9,190.1,190.1,66.8,66.8,0,0,0,0,319.9,319.9,190.1,190.1,66.8,66.8,0,0,0,0,0,0,2.9,0,1.9,0,0,4,0,2.9
1900,1907.1,593.2,449.6,35.3,227.8,0,936.9,424.6,84.4,0,75,0,206.1,39.3,39.3,400.6,94,94,20.8,8.1,20.8,0,0,8.1,284.2,284.2,162.9,162.9,92.3,92.3,29,29,0,0,0,0,162.9,162.9,92.3,92.3,29,29,0,0,0,0,0,0,1.4,0,0.8,0,0,2,0,1.2
1901,5071.4,3429.2,1173.3,457.6,585.3,0,2398.2,1484.7,215.1,0,191.2,978.7,537.6,176.9,176.9,1028.4,331.3,331.3,53.6,33,53.6,0,0,33,925.9,925.9,516.6,516.6,304.4,304.4,104.9,104.9,0,0,0,0,516.6,516.6,304.4,304.4,104.9,104.9,0,0,0,0,0,0,4.7,0,3,0,0,6.5,0,4.5
1902,1273.3,1480.8,194.5,384.5,99.9,217.3,431.4,411.1,42.2,0,37.5,0,88.4,158.3,158.3,181.6,309.5,309.5,9.3,19.9,9.3,0,0,19.9,316.3,316.3,166.4,166.4,106.5,106.5,43.3,43.3,0,0,0,0,166.4,166.4,106.5,106.5,43.3,43.3,0,0,0,0,0,0,1.6,0,1.2,0,0,2.3,0,1.8
1903,7777.2,2934.6,1891,28.8,900.8,0,3758.2,2328,343.8,0,305.5,0,863.7,138.3,138.3,1599.4,439.5,439.5,84.6,29.4,84.6,0,0,29.4,1113.3,1113.3,605.7,605.7,388.8,388.8,118.8,118.8,0,0,0,0,605.7,605.7,388.8,388.8,118.8,118.8,0,0,0,0,0,0,6,0,3.4,0,0,8.2,0,5.1
