Z,TotPer_P,TotPer_A,HBW_P,HBW_A,HBShp_P,HBShp_A,HBOth_P,HBOth_A,HBSch_PR_P,HBSch_PR_A,HBSch_SC_P,HBSch_SC_A,HH_NHBW_P,NHBW_P,NHBW_A,HH_NHBNW_P,NHBNW_P,NHBNW_A,TotExt_P,TotExt_A,IX_P,IX_A,XI_P,XI_A,SH_Truck_P,SH_Truck_A,LT_P,LT_A,MD_P,MD_A,HV_P,HV_A,LT_Peop_p,LT_Peop_a,MD_Peop_p,MD_Peop_a,LT_Good_p,LT_Good_a,MD_Good_p,MD_Good_a,HV_Good_p,HV_Good_a,LT_Serv_p,LT_Serv_a,MD_Serv_p,MD_Serv_a,HV_Serv_p,HV_Serv_a,IX_MDp,IX_MDa,IX_HVp,IX_HVa,XI_MDp,XI_MDa,XI_HVp,XI_HVa
2775,13,7.5,2.4,3.1,1.4,0,6.4,3.1,0.8,0,0.7,0,1.1,0.8,0.8,2.6,0.6,0.6,0.1,0.1,0.1,0,0,0.1,2.7,2.7,1.6,1.6,0.8,0.8,0.3,0.3,0,0,0,0,1.6,1.6,0.8,0.8,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2776,3761.3,11056.9,57.2,3576.5,30.7,2251.6,123,1702.4,12.7,0,11.3,0,26.5,1240.3,1240.3,53.3,2286,2286,2,113.7,2,0,0,113.7,3785.7,3785.7,1964.8,1964.8,1171.6,1171.6,649.4,649.4,0,0,0,0,1964.8,1964.8,1171.6,1171.6,649.4,649.4,0,0,0,0,0,0,18.1,0,18.6,0,0,24.8,0,27.7
2777,1016.1,2100.1,69.1,722.1,42.4,373.1,201.1,353.1,27.3,0,24.3,0,31.7,251.9,251.9,79.6,399.9,399.9,2.8,21.6,2.8,0,0,21.6,836.5,836.5,439,439,257.8,257.8,139.7,139.7,0,0,0,0,439,439,257.8,257.8,139.7,139.7,0,0,0,0,0,0,4,0,4,0,0,5.5,0,6
2778,2121.3,685.5,429.1,1,244.7,0,1076.6,549.2,124.8,0,110.9,0,197.5,31.5,31.5,442.6,103.7,103.7,16.1,6.2,16.1,0,0,6.2,481.2,481.2,288.2,288.2,140.5,140.5,52.4,52.4,0,0,0,0,288.2,288.2,140.5,140.5,52.4,52.4,0,0,0,0,0,0,2.2,0,1.5,0,0,3,0,2.2
2779,3891.8,3339.6,704.8,810.7,397.1,94.6,1732.5,1756.4,200.9,0,178.6,0,324.5,230.8,230.8,715.4,447.1,447.1,26.1,32.3,26.1,0,0,32.3,1571.2,1571.2,927.6,927.6,437.9,437.9,205.7,205.7,0,0,0,0,927.6,927.6,437.9,437.9,205.7,205.7,0,0,0,0,0,0,6.8,0,5.9,0,0,9.3,0,8.8
2780,2071.9,1597.1,340.6,258.7,198.5,206.1,866.2,659.8,102.8,0,91.3,0,157,149.8,149.8,357.5,322.7,322.7,12.9,15.5,12.9,0,0,15.5,652.5,652.5,369.2,369.2,195.3,195.3,88,88,0,0,0,0,369.2,369.2,195.3,195.3,88,88,0,0,0,0,0,0,3,0,2.5,0,0,4.1,0,3.8
2781,3087,6975.8,95.9,1349.6,53.1,1913,222,1041.3,23.3,0,20.7,0,44.5,805.6,805.6,93.9,1866.3,1866.3,3.5,70.5,3.5,0,0,70.5,1458.5,1458.5,764.2,764.2,449.8,449.8,244.5,244.5,0,0,0,0,764.2,764.2,449.8,449.8,244.5,244.5,0,0,0,0,0,0,6.9,0,7,0,0,9.5,0,10.4
2782,950.8,2273.2,85.6,444.7,46.7,252.6,192.8,988.1,20,0,17.8,0,39.5,195.4,195.4,82.7,392.4,392.4,3,22.1,3,0,0,22.1,551,551,293.2,293.2,168.9,168.9,88.8,88.8,0,0,0,0,293.2,293.2,168.9,168.9,88.8,88.8,0,0,0,0,0,0,2.6,0,2.5,0,0,3.6,0,3.8
2783,3245,5570.8,516.1,1064,296.7,137.9,1320.8,1964.1,155.7,1587.3,138.4,0,237.1,300,300,541,517.4,517.4,19.6,38.9,19.6,0,0,38.9,1660.8,1660.8,905.9,905.9,504.4,504.4,250.5,250.5,0,0,0,0,905.9,905.9,504.4,504.4,250.5,250.5,0,0,0,0,0,0,7.8,0,7.2,0,0,10.7,0,10.7
2784,3870.3,5507.7,665.3,311,381.8,393,1685.1,1281.4,196,837.7,174.2,1916.7,306,205.4,205.4,695.1,562.5,562.5,25.1,26.3,25.1,0,0,26.3,1058.5,1058.5,608.1,608.1,314.8,314.8,135.6,135.6,0,0,0,0,608.1,608.1,314.8,314.8,135.6,135.6,0,0,0,0,0,0,4.9,0,3.9,0,0,6.7,0,5.8
2785,5321,1544.1,1076.4,10.3,584.5,0,2719.9,1229.6,336.7,0,299.2,0,488.9,72.1,72.1,1077,232.1,232.1,40.1,13.9,40.1,0,0,13.9,1077.3,1077.3,645.2,645.2,314.7,314.7,117.4,117.4,0,0,0,0,645.2,645.2,314.7,314.7,117.4,117.4,0,0,0,0,0,0,4.9,0,3.4,0,0,6.7,0,5
2786,1983.4,1826.9,337.2,436.3,188.1,124.6,828,817.1,96,0,85.3,0,154.7,149.2,149.2,341.8,299.6,299.6,12.5,17.9,12.5,0,0,17.9,818.3,818.3,453.3,453.3,247,247,118,118,0,0,0,0,453.3,453.3,247,247,118,118,0,0,0,0,0,0,3.8,0,3.4,0,0,5.2,0,5
2787,5265.8,1963.6,1025.7,118.7,584,86.7,2615.3,1314.4,316.1,0,281,0,470.2,118.5,118.5,1070.3,325.3,325.3,38.8,18.1,38.8,0,0,18.1,1210.4,1210.4,716.7,716.7,355.3,355.3,138.3,138.3,0,0,0,0,716.7,716.7,355.3,355.3,138.3,138.3,0,0,0,0,0,0,5.5,0,4,0,0,7.5,0,5.9
2788,5065.6,1456.2,1019.1,22.6,552,0,2587.7,1147.2,328.5,0,291.9,0,462,69.8,69.8,1016.8,216.6,216.6,38,13.1,38,0,0,13.1,1005.1,1005.1,602,602,293.6,293.6,109.5,109.5,0,0,0,0,602,602,293.6,293.6,109.5,109.5,0,0,0,0,0,0,4.5,0,3.1,0,0,6.2,0,4.7
2789,0.2,1.2,0,1,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
